source_league,source_season,date,round,home_team,score,away_team,venue,game_id
INT-Friendlies,2023,2023-06-16,Friendly,Colombia,1–0,Iraq,Estadio de Mestalla (Neutral Site),4942bfd2
INT-Friendlies,2023,2023-06-16,Friendly,Korea Republic,0–1,Peru,Busan Sport Complex Asiad Stadium,c7ed915e
INT-Friendlies,2023,2023-06-16,Friendly,Poland,1–0,Germany,Stadion Narodowy,7fbaa0be
INT-Friendlies,2023,2023-06-16,Friendly,Serbia,3–2,Jordan,Generali Arena (Neutral Site),c4673266
INT-Friendlies,2023,2023-06-16,Friendly,Singapore,2–2,Papua NG,National Stadium,472355e8
INT-Friendlies,2023,2023-06-16,Friendly,Sweden,4–1,New Zealand,Friends Arena,d8a8bb19
INT-Friendlies,2023,2023-06-17,Friendly,Brazil,4–1,Guinea,Stage Front Stadium (Neutral Site),416b9e83
INT-Friendlies,2023,2023-06-17,Friendly,Ecuador,1–0,Bolivia,Red Bull Arena (Neutral Site),11d8ae49
INT-Friendlies,2023,2023-06-18,Friendly,Egypt,3–0,South Sudan,Cairo International Stadium,6667f23f
INT-Friendlies,2023,2023-06-18,Friendly,Guatemala,0–1,Venezuela,Pratt & Whitney Stadium at Rentschler Fi... (Neutral Site),c08529c2
INT-Friendlies,2023,2023-06-18,Friendly,Paraguay,2–0,Nicaragua,Estadio Defensores del Chaco,6edcb216
INT-Friendlies,2023,2023-06-18,Friendly,Singapore,1–1,Solomon Islands,National Stadium,2783a081
INT-Friendlies,2023,2023-06-19,Friendly,Hong Kong,0–1,Thailand,Hong Kong Stadium,f8a3b648
INT-Friendlies,2023,2023-06-19,Friendly,Indonesia,0–2,Argentina,Stadion Utama Gelora Bung Karno,5de3cad0
INT-Friendlies,2023,2023-06-19,Friendly,Jamaica,1–2,Jordan,Wiener Neustadt Ergo Arena (Neutral Site),15a5b9e6
INT-Friendlies,2023,2023-06-19,Friendly,Macau,0–2,Myanmar,Dalian Pro Soccer Academy Base (Neutral Site),cbf7ff6e
INT-Friendlies,2023,2023-06-19,Friendly,Philippines,2–3,Chinese Taipei,Rizal Memorial Stadium,cfe4c3d1
INT-Friendlies,2023,2023-06-19,Friendly,Qatar,0–1,New Zealand,Sonnenseestadion (Neutral Site),de930c82
INT-Friendlies,2023,2023-06-20,Friendly,Algeria,1–1,Tunisia,Stade du 19 Mai 1956,ddaa8b37
INT-Friendlies,2023,2023-06-20,Friendly,Bolivia,0–0,Chile,Estadio Ramón Aguilera Costas,0317dc30
INT-Friendlies,2023,2023-06-20,Friendly,Brazil,2–4,Senegal,Estádio José Alvalade (Neutral Site),9e972c43
INT-Friendlies,2023,2023-06-20,Friendly,China PR,2–0,Palestine,Dalian Suoyuwan Football Stadium,327d323c
INT-Friendlies,2023,2023-06-20,Friendly,Ecuador,3–1,Costa Rica,Subaru Park (Neutral Site),f7c770de
INT-Friendlies,2023,2023-06-20,Friendly,Germany,0–2,Colombia,Veltins-Arena,19327273
INT-Friendlies,2023,2023-06-20,Friendly,Japan,4–1,Peru,Panasonic Stadium Suita,356df425
INT-Friendlies,2023,2023-06-20,Friendly,Korea Republic,1–1,El Salvador,Daejeon World Cup Stadium,217d4eb7
INT-Friendlies,2023,2023-06-20,Friendly,Malaysia,10–0,Papua NG,Sultan Mizan Zainal Abidin Stadium,be25f5c4
INT-Friendlies,2023,2023-06-20,Friendly,Montenegro,1–4,Czechia,Stadion Pod Goricom,8e00bb18
INT-Friendlies,2023,2023-06-20,Friendly,Uruguay,2–0,Cuba,Estadio Centenario,04a468e4
INT-Friendlies,2023,2023-06-20,Friendly,Vietnam,1–0,Syria,Sân vận động Thiên Trường,f393d963
INT-Friendlies,2023,2023-08-27,Friendly,Bolivia,1–2,Panama,Estadio Félix Capriles,93dd30c2
INT-Friendlies,2023,2023-08-28,Friendly,Tahiti,9–1,Cook Islands,Stade Pater Te Hono Nui,675a94b1
INT-Friendlies,2023,2023-08-31,Friendly,Cook Islands,0–3,Tahiti,Stade Pater Te Hono Nui,f4778eb6
INT-Friendlies,2023,2023-09-03,Friendly,Bangladesh,0–0,Afghanistan,Bashundhara Kings Arena,55398360
INT-Friendlies,2023,2023-09-03,Friendly,Guatemala,0–0,Honduras,DRV PNK Stadium (Neutral Site),e13717d3
INT-Friendlies,2023,2023-09-06,Friendly,Macau,0–1,Bhutan,Estádio Campo Desportivo,faa29b7e
INT-Friendlies,2023,2023-09-06,Friendly,Malaysia,2–2,Syria,East-Town Football Park (Neutral Site),19db38ea
INT-Friendlies,2023,2023-09-06,Friendly,Malta,1–0,Gibraltar,Ta'Qali National Stadium,864f9543
INT-Friendlies,2023,2023-09-06,Friendly,Oman,2–1,Palestine,Sultan Qaboos Sport Complex,5aa6556c
INT-Friendlies,2023,2023-09-07,Friendly,Austria,1–1,Moldova,Raiffeisen Arena,d2599f30
INT-Friendlies,2023,2023-09-07,Friendly,Bangladesh,1–1,Afghanistan,Bashundhara Kings Arena,fdf45158
INT-Friendlies,2023,2023-09-07,Friendly,Bulgaria,0–1,IR Iran,Stadion Hristo Botev,672ec373
INT-Friendlies,2023,2023-09-07,Friendly,Cambodia,1–1,Hong Kong,Phnom Penh National Olympic Stadium,bec66271
INT-Friendlies,2023,2023-09-07,Friendly,Kuwait,3–1,Bahrain,Police Officers Club Stadium (Neutral Site),dd655993
INT-Friendlies,2023,2023-09-07,Friendly,Norway,6–0,Jordan,Ullevaal Stadion,29f3e91c
INT-Friendlies,2023,2023-09-07,Friendly,Wales,0–0,Korea Republic,Cardiff City Stadium,c1557631
INT-Friendlies,2023,2023-09-08,Friendly,Chinese Taipei,1–1,Philippines,Kaohsiung National Stadium,2f9ab5e8
INT-Friendlies,2023,2023-09-08,Friendly,Indonesia,2–0,Turkmenistan,Stadion Gelora Bung Tomo,5bda5296
INT-Friendlies,2023,2023-09-08,Friendly,Myanmar,0–0,Nepal,Thuwunna Youth Training Center Stadium,6e684b72
INT-Friendlies,2023,2023-09-08,Friendly,Saudi Arabia,1–3,Costa Rica,St James' Park (Neutral Site),882a3716
INT-Friendlies,2023,2023-09-08,Friendly,Singapore,0–2,Tajikistan,Bishan Stadium,2d3b378f
INT-Friendlies,2023,2023-09-09,Friendly,China PR,1–1,Malaysia,Chengdu Phoenix Hill Stadium,5d2ca300
INT-Friendlies,2023,2023-09-09,Friendly,Germany,1–4,Japan,AOK Stadion,cfc6f12b
INT-Friendlies,2023,2023-09-09,Friendly,Mexico,2–2,Australia,AT&T Stadium (Neutral Site),812127cd
INT-Friendlies,2023,2023-09-09,Friendly,South Africa,0–0,Namibia,Orlando Stadium,26432513
INT-Friendlies,2023,2023-09-09,Friendly,United States,3–0,Uzbekistan,Citypark,66385fb9
INT-Friendlies,2023,2023-09-10,Friendly,Hungary,1–1,Czechia,Puskás Aréna,0c690a8f
INT-Friendlies,2023,2023-09-11,Friendly,Cambodia,4–0,Macau,Phnom Penh National Olympic Stadium,a29627a0
INT-Friendlies,2023,2023-09-11,Friendly,Hong Kong,10–0,Brunei,Hong Kong Stadium,7460d7cb
INT-Friendlies,2023,2023-09-11,Friendly,Kuwait,1–3,Kyrgyz Republic,The Sevens Stadium (Neutral Site),4f78b161
INT-Friendlies,2023,2023-09-11,Friendly,Nepal,0–1,Myanmar,Thuwunna Youth Training Center Stadium (Neutral Site),46262c15
INT-Friendlies,2023,2023-09-11,Friendly,Vietnam,2–0,Palestine,Sân vận động Thiên Trường,6e60ed6a
INT-Friendlies,2023,2023-09-12,Friendly,Azerbaijan,2–1,Jordan,Dalğa Arena,1305d8f5
INT-Friendlies,2023,2023-09-12,Friendly,Bahrain,1–1,Turkmenistan,Police Officers Club Stadium (Neutral Site),70b931eb
INT-Friendlies,2023,2023-09-12,Friendly,China PR,0–1,Syria,Chengdu Phoenix Hill Stadium,c71efcde
INT-Friendlies,2023,2023-09-12,Friendly,Côte d'Ivoire,0–0,Mali,Stade Olympique Alassane Ouattara d'Ebim...,f9c0711d
INT-Friendlies,2023,2023-09-12,Friendly,Egypt,1–3,Tunisia,30 June Air Defence Stadium,5074b7ec
INT-Friendlies,2023,2023-09-12,Friendly,Germany,2–1,France,Signal Iduna Park,1a3bf09a
INT-Friendlies,2023,2023-09-12,Friendly,Ghana,3–1,Liberia,Accra Sports Stadium,dc5e5aae
INT-Friendlies,2023,2023-09-12,Friendly,IR Iran,4–0,Angola,Azadi Stadium,eb9875da
INT-Friendlies,2023,2023-09-12,Friendly,Japan,4–2,Türkiye,Cegeka Arena (Neutral Site),df8aaf47
INT-Friendlies,2023,2023-09-12,Friendly,Kenya,0–1,South Sudan,Safaricom Stadium Kasarani,c6b978a8
INT-Friendlies,2023,2023-09-12,Friendly,Mexico,3–3,Uzbekistan,Mercedes-Benz Stadium (Neutral Site),16d1a4fe
INT-Friendlies,2023,2023-09-12,Friendly,Morocco,1–0,Burkina Faso,Stade Bollaert-Delelis (Neutral Site),c55e273a
INT-Friendlies,2023,2023-09-12,Friendly,Philippines,2–1,Afghanistan,Rizal Memorial Stadium,ea788c9c
INT-Friendlies,2023,2023-09-12,Friendly,Saudi Arabia,0–1,Korea Republic,St James' Park (Neutral Site),9c3529eb
INT-Friendlies,2023,2023-09-12,Friendly,Scotland,1–3,England,Hampden Park,1461ddd6
INT-Friendlies,2023,2023-09-12,Friendly,Senegal,0–1,Algeria,Stade Président Abdoulaye Wade,79dd29a1
INT-Friendlies,2023,2023-09-12,Friendly,Singapore,3–1,Chinese Taipei,Bishan Stadium,b1b995c6
INT-Friendlies,2023,2023-09-12,Friendly,South Africa,1–0,Congo DR,Orlando Stadium,808d27d7
INT-Friendlies,2023,2023-09-12,Friendly,UAE,4–1,Costa Rica,Stadion Maksimir (Neutral Site),ab953b9e
INT-Friendlies,2023,2023-09-12,Friendly,United States,4–0,Oman,Allianz Field,7664b57a
INT-Friendlies,2023,2023-10-10,Friendly,China PR,2–0,Vietnam,Dalian Sports Center Stadium,c73dda53
INT-Friendlies,2023,2023-10-11,Friendly,Wales,4–0,Gibraltar,STōK Racecourse,4fa624e4
INT-Friendlies,2023,2023-10-12,Friendly,Algeria,5–1,Cabo Verde,Stade Mohamed-Hamlaoui,c4d91304
INT-Friendlies,2023,2023-10-12,Friendly,Bahrain,2–0,Kyrgyz Republic,Sheikh Ali bin Mohammed Stadium,5196460a
INT-Friendlies,2023,2023-10-12,Friendly,Egypt,1–0,Zambia,Hazza bin Zayed Stadium (Neutral Site),cdca6081
INT-Friendlies,2023,2023-10-12,Friendly,Georgia,8–0,Thailand,Mikheil Meskhis sakhelobis Stadioni,05bce078
INT-Friendlies,2023,2023-10-12,Friendly,Montenegro,3–2,Lebanon,Stadion Pod Goricom,7fa788d4
INT-Friendlies,2023,2023-10-12,Friendly,Sweden,3–1,Moldova,Friends Arena,f1b8faf1
INT-Friendlies,2023,2023-10-12,Friendly,UAE,1–0,Kuwait,Al Maktoum Stadium,17d02717
INT-Friendlies,2023,2023-10-13,Friendly,England,1–0,Australia,Wembley Stadium,b1fbabe1
INT-Friendlies,2023,2023-10-13,Friendly,Equ. Guinea,0–0,Burkina Faso,Nuevo Estadio de Malabo,57da5d16
INT-Friendlies,2023,2023-10-13,Friendly,Guinea-Bissau,0–1,Guinea,Estádio do Bonfim (Neutral Site),02f9437a
INT-Friendlies,2023,2023-10-13,Friendly,Japan,4–1,Canada,Denka Big Swan Stadium,a061b9e4
INT-Friendlies,2023,2023-10-13,Friendly,Korea Republic,4–0,Tunisia,Suwon World Cup Stadium,938b4f5f
INT-Friendlies,2023,2023-10-13,Friendly,Mali,1–0,Uganda,Stade du 26 Mars,7099a3a6
INT-Friendlies,2023,2023-10-13,Friendly,Mozambique,1–1,Angola,Estádio Municipal de Albufeira (Neutral Site),5847556c
INT-Friendlies,2023,2023-10-13,Friendly,New Zealand,1–1,Congo DR,Estadio Enrique Roca de Murcia (Neutral Site),c29b6e54
INT-Friendlies,2023,2023-10-13,Friendly,Saudi Arabia,2–2,Nigeria,Estádio do Portimonense SC (Neutral Site),9baf7b4b
INT-Friendlies,2023,2023-10-13,Friendly,South Africa,0–0,Eswatini,FNB Stadium,81855ffc
INT-Friendlies,2023,2023-10-14,Friendly,Côte d'Ivoire,1–1,Morocco,Stade Félix Houphouët-Boigny,2339884f
INT-Friendlies,2023,2023-10-14,Friendly,Liberia,2–3,Libya,Stade du Phosphate (Neutral Site),84d46073
INT-Friendlies,2023,2023-10-14,Friendly,Madagascar,1–2,Mauritania,Stade El Bachir (Neutral Site),877202d3
INT-Friendlies,2023,2023-10-14,Friendly,Mexico,2–0,Ghana,Bank of America Stadium (Neutral Site),52b32b60
INT-Friendlies,2023,2023-10-14,Friendly,Niger,3–0,Somalia,Stade El Bachir (Neutral Site),5f4d1d70
INT-Friendlies,2023,2023-10-14,Friendly,Sierra Leone,1–1,Benin,Stade du Phosphate (Neutral Site),eeab5ed4
INT-Friendlies,2023,2023-10-14,Friendly,United States,1–3,Germany,Pratt & Whitney Stadium at Rentschler Fi...,a392d272
INT-Friendlies,2023,2023-10-15,Friendly,Sudan,1–1,Tanzania,King Fahd Sport City Stadium (Neutral Site),9e0adf06
INT-Friendlies,2023,2023-10-16,Friendly,Botswana,2–1,Eswatini,Lobatse Sports Complex,18312a5d
INT-Friendlies,2023,2023-10-16,Friendly,China PR,1–2,Uzbekistan,Dalian Sports Center Stadium,11561fec
INT-Friendlies,2023,2023-10-16,Friendly,Egypt,1–1,Algeria,Hazza bin Zayed Stadium (Neutral Site),92d18ba8
INT-Friendlies,2023,2023-10-16,Friendly,Nigeria,3–2,Mozambique,Estádio Municipal de Albufeira (Neutral Site),0c6a0603
INT-Friendlies,2023,2023-10-16,Friendly,Senegal,1–0,Cameroon,Stade Bollaert-Delelis (Neutral Site),7eb0ee74
INT-Friendlies,2023,2023-10-17,Friendly,Albania,2–0,Bulgaria,Air Albania Stadium,00f537d9
INT-Friendlies,2023,2023-10-17,Friendly,Angola,0–0,Congo DR,Estádio do Bonfim (Neutral Site),92d7266b
INT-Friendlies,2023,2023-10-17,Friendly,Australia,2–0,New Zealand,Gtech Community Stadium (Neutral Site),ec367928
INT-Friendlies,2023,2023-10-17,Friendly,Bahrain,1–0,Philippines,Sheikh Ali bin Mohammed Stadium,db7bed0a
INT-Friendlies,2023,2023-10-17,Friendly,Benin,1–2,Madagascar,Stade Larbi-Zaouli (Neutral Site),8b170ac5
INT-Friendlies,2023,2023-10-17,Friendly,Cabo Verde,1–2,Comoros,Stade Parsemain (Neutral Site),924fb40b
INT-Friendlies,2023,2023-10-17,Friendly,Côte d'Ivoire,1–1,South Africa,Stade Félix Houphouët-Boigny,285b5440
INT-Friendlies,2023,2023-10-17,Friendly,Estonia,1–1,Thailand,A. Le Coq Arena,e39b68a2
INT-Friendlies,2023,2023-10-17,Friendly,France,4–1,Scotland,Decathlon Arena - Stade Pierre-Mauroy,49c3cf63
INT-Friendlies,2023,2023-10-17,Friendly,Guinea,1–1,Gabon,Estádio Algarve (Neutral Site),ae579598
INT-Friendlies,2023,2023-10-17,Friendly,Japan,2–0,Tunisia,NOEVIR Stadium Kobe,964dcc12
INT-Friendlies,2023,2023-10-17,Friendly,Korea Republic,6–0,Vietnam,Suwon World Cup Stadium,632cb5b9
INT-Friendlies,2023,2023-10-17,Friendly,Libya,1–1,Niger,Stade du Phosphate (Neutral Site),3f982d4d
INT-Friendlies,2023,2023-10-17,Friendly,Mauritania,1–2,Burkina Faso,Stade Père-Jégo (Neutral Site),3c1b5f58
INT-Friendlies,2023,2023-10-17,Friendly,Mexico,2–2,Germany,Lincoln Financial Field (Neutral Site),35c1c066
INT-Friendlies,2023,2023-10-17,Friendly,N. Macedonia,3–1,Armenia,Stadion Blagoj Istatov,3044006e
INT-Friendlies,2023,2023-10-17,Friendly,Saudi Arabia,1–3,Mali,Estádio do Portimonense SC (Neutral Site),5fbdcc9d
INT-Friendlies,2023,2023-10-17,Friendly,Sierra Leone,2–0,Somalia,Stade du Phosphate (Neutral Site),0c23e24a
INT-Friendlies,2023,2023-10-17,Friendly,Sudan,1–0,Chad,King Fahd Sport City Stadium (Neutral Site),b455966e
INT-Friendlies,2023,2023-10-17,Friendly,Syria,1–2,Kuwait,Police Officers Club Stadium (Neutral Site),725f1917
INT-Friendlies,2023,2023-10-17,Friendly,UAE,2–1,Lebanon,Al Maktoum Stadium,eba1a1ff
INT-Friendlies,2023,2023-10-17,Friendly,United States,4–0,Ghana,Geodis Park,3ac52860
INT-Friendlies,2023,2023-10-17,Friendly,Zambia,3–0,Uganda,Al Hamriya Sports Club Stadium (Neutral Site),6c129efd
INT-Friendlies,2023,2023-11-11,Friendly,Guatemala,0–0,Jamaica,Red Bull Arena (Neutral Site),8d894712
INT-Friendlies,2023,2023-11-15,Friendly,Belgium,1–0,Serbia,King Power at Den Dreef Stadion,c4e365f3
INT-Friendlies,2023,2023-11-16,Friendly,Curaçao,1–1,El Salvador,Stadion Ergilio Hato,6e6881a2
INT-Friendlies,2023,2023-11-16,Friendly,Norway,2–0,Faroe Islands,Ullevaal Stadion,20ed5ea8
INT-Friendlies,2023,2023-11-17,Friendly,Greece,2–0,New Zealand,Stadio Georgios Kamaras,b13f72bf
INT-Friendlies,2023,2023-11-18,Friendly,Germany,2–3,Türkiye,Olympiastadion Berlin,ed1f140d
INT-Friendlies,2023,2023-11-19,Friendly,Cyprus,1–0,Lithuania,Alphamega Stadium,a35e1792
INT-Friendlies,2023,2023-11-20,Friendly,Curaçao,1–1,El Salvador,Stadion Ergilio Hato,f31a7a33
INT-Friendlies,2023,2023-11-21,Friendly,Austria,2–0,Germany,Ernst-Happel-Stadion,755a7437
INT-Friendlies,2023,2023-11-21,Friendly,Poland,2–0,Latvia,Stadion Narodowy,3ef0060e
INT-Friendlies,2023,2023-11-21,Friendly,Rep. of Ireland,1–1,New Zealand,Aviva Stadium,688dcfb6
INT-Friendlies,2024,2024-03-18,Friendly,Solomon Islands,2–1,Fiji,Lawson Tama Stadium,f00e580f
INT-Friendlies,2024,2024-03-20,Friendly,San Marino,1–3,St. Kitts & Nevis,San Marino Stadium,734dc6e0
INT-Friendlies,2024,2024-03-21,Friendly,Belarus,0–2,Montenegro,Titanic Mardan Stadyumu (Neutral Site),9a5f0691
INT-Friendlies,2024,2024-03-21,Friendly,Belize,1–1,Puerto Rico,FFB Field,820cc5a8
INT-Friendlies,2024,2024-03-21,Friendly,Cyprus,1–1,Latvia,AEK Arena - George Karapatakis,302fc8bf
INT-Friendlies,2024,2024-03-21,Friendly,Ecuador,2–0,Guatemala,Red Bull Arena (Neutral Site),cc47f9bf
INT-Friendlies,2024,2024-03-21,Friendly,Ethiopia,1–2,Lesotho,Addis Ababa Stadium,930ecd64
INT-Friendlies,2024,2024-03-21,Friendly,Fiji,2–0,Solomon Islands,Lawson Tama Stadium (Neutral Site),6361f3f7
INT-Friendlies,2024,2024-03-21,Friendly,Malta,2–2,Slovenia,Ta'Qali National Stadium,f0211bb0
INT-Friendlies,2024,2024-03-21,Friendly,Portugal,5–2,Sweden,Estádio Dom Afonso Henriques,6495e74e
INT-Friendlies,2024,2024-03-21,Friendly,Venezuela,1–2,Italy,Chase Stadium (Neutral Site),fb5d23cf
INT-Friendlies,2024,2024-03-22,Friendly,Albania,0–3,Chile,Stadio Ennio Tardini (Neutral Site),01304208
INT-Friendlies,2024,2024-03-22,Friendly,Armenia,0–1,Kosovo,Vazgen Sargsyan anvan Hanrapetakan Marza...,470c1a23
INT-Friendlies,2024,2024-03-22,Friendly,Burkina Faso,1–2,Libya,Stade Père-Jégo (Neutral Site),0f241a5e
INT-Friendlies,2024,2024-03-22,Friendly,Comoros,4–0,Uganda,Annexe du Grand Stade de Marrakech (Neutral Site),3e594148
INT-Friendlies,2024,2024-03-22,Friendly,El Salvador,0–3,Argentina,Lincoln Financial Field (Neutral Site),7bee96ed
INT-Friendlies,2024,2024-03-22,Friendly,Hungary,1–0,Türkiye,Puskás Aréna,cf63dd6f
INT-Friendlies,2024,2024-03-22,Friendly,Liechtenstein,0–4,Faroe Islands,Marbella Fútbol Center - Norte 1 (Neutral Site),3c9a09ce
INT-Friendlies,2024,2024-03-22,Friendly,Mauritania,0–2,Mali,Grand Stade de Marrakech (Neutral Site),81b5b480
INT-Friendlies,2024,2024-03-22,Friendly,Morocco,1–0,Angola,Grand Stade d'Agadir,9704bca3
INT-Friendlies,2024,2024-03-22,Friendly,N. Macedonia,1–1,Moldova,Titanic Mardan Stadyumu (Neutral Site),8b4fed29
INT-Friendlies,2024,2024-03-22,Friendly,Netherlands,4–0,Scotland,Johan Cruijff Arena,d5f13317
INT-Friendlies,2024,2024-03-22,Friendly,Niger,1–2,Togo,Stade El Bachir (Neutral Site),5fa16fa1
INT-Friendlies,2024,2024-03-22,Friendly,Nigeria,2–1,Ghana,Grand Stade de Marrakech (Neutral Site),fbb0bf24
INT-Friendlies,2024,2024-03-22,Friendly,Norway,1–2,Czechia,Ullevaal Stadion,45a6b777
INT-Friendlies,2024,2024-03-22,Friendly,Peru,2–0,Nicaragua,Estadio Alejandro Villanueva,b3448633
INT-Friendlies,2024,2024-03-22,Friendly,Romania,1–1,Northern Ireland,Arena Naţională,69f08d53
INT-Friendlies,2024,2024-03-22,Friendly,Senegal,3–0,Gabon,Stade Crédit Agricole la Licorne (Neutral Site),2a75ec26
INT-Friendlies,2024,2024-03-22,Friendly,Spain,0–1,Colombia,London Stadium (Neutral Site),521f08e2
INT-Friendlies,2024,2024-03-23,Friendly,Côte d'Ivoire,2–2,Benin,Stade Crédit Agricole la Licorne (Neutral Site),54348c26
INT-Friendlies,2024,2024-03-23,Friendly,Denmark,0–0,Switzerland,Parken,0467b4d2
INT-Friendlies,2024,2024-03-23,Friendly,Dominican Rep.,2–0,Aruba,Estadio Cibao,919218e3
INT-Friendlies,2024,2024-03-23,Friendly,England,0–1,Brazil,Wembley Stadium connected by EE,5eccc784
INT-Friendlies,2024,2024-03-23,Friendly,France,0–2,Germany,Groupama Stadium,f1e299ee
INT-Friendlies,2024,2024-03-23,Friendly,Rep. of Ireland,0–0,Belgium,Aviva Stadium,37fdfc31
INT-Friendlies,2024,2024-03-23,Friendly,Slovakia,0–2,Austria,Štadión Tehelné pole,d3121ff5
INT-Friendlies,2024,2024-03-24,Friendly,Belize,3–0,Puerto Rico,FFB Field,d4c70de3
INT-Friendlies,2024,2024-03-24,Friendly,Ecuador,0–2,Italy,Red Bull Arena (Neutral Site),e975d4be
INT-Friendlies,2024,2024-03-24,Friendly,Ethiopia,2–1,Lesotho,Addis Ababa Stadium,cfb14a9c
INT-Friendlies,2024,2024-03-24,Friendly,Guatemala,0–0,Venezuela,Shell Energy Stadium (Neutral Site),07ce3c0f
INT-Friendlies,2024,2024-03-24,Friendly,San Marino,0–0,St. Kitts & Nevis,San Marino Stadium,1b5d5b85
INT-Friendlies,2024,2024-03-25,Friendly,Burundi,0–0,Botswana,Kianja Barea Mahamasina (Neutral Site),6042a0f3
INT-Friendlies,2024,2024-03-25,Friendly,Comoros,0–0,Angola,Grand Stade de Marrakech (Neutral Site),51d5ffe3
INT-Friendlies,2024,2024-03-25,Friendly,Cyprus,0–1,Serbia,AEK Arena - George Karapatakis,f33594d1
INT-Friendlies,2024,2024-03-25,Friendly,Gabon,1–1,Congo,Stade Walter Luzi (Neutral Site),69cd5547
INT-Friendlies,2024,2024-03-25,Friendly,Montenegro,1–0,N. Macedonia,Titanic Mardan Stadyumu (Neutral Site),1e9206ce
INT-Friendlies,2024,2024-03-25,Friendly,Rwanda,2–0,Madagascar,Kianja Barea Mahamasina (Neutral Site),327fdc0e
INT-Friendlies,2024,2024-03-25,Friendly,Sweden,1–0,Albania,Strawberry Arena,a4d38035
INT-Friendlies,2024,2024-03-26,Friendly,Austria,6–1,Türkiye,Ernst-Happel-Stadion,21d76e8f
INT-Friendlies,2024,2024-03-26,Friendly,Burkina Faso,1–1,Niger,Stade Municipal de Berrechid (Neutral Site),405a6cf7
INT-Friendlies,2024,2024-03-26,Friendly,Cayman Islands,0–4,Moldova,Titanic Mardan Stadyumu (Neutral Site),1f0e1827
INT-Friendlies,2024,2024-03-26,Friendly,Colombia,3–2,Romania,Riyadh Air Metropolitan Stadium (Neutral Site),86f9c8c3
INT-Friendlies,2024,2024-03-26,Friendly,Costa Rica,1–3,Argentina,United Airlines Field at the Los Angeles... (Neutral Site),24696f0c
INT-Friendlies,2024,2024-03-26,Friendly,Czechia,2–1,Armenia,epet Arena,19019e5d
INT-Friendlies,2024,2024-03-26,Friendly,Côte d'Ivoire,2–1,Uruguay,Stade Bollaert-Delelis (Neutral Site),6ddfd148
INT-Friendlies,2024,2024-03-26,Friendly,Denmark,2–0,Faroe Islands,Brøndby Stadion,0d72811a
INT-Friendlies,2024,2024-03-26,Friendly,El Salvador,1–1,Honduras,Shell Energy Stadium (Neutral Site),953592b8
INT-Friendlies,2024,2024-03-26,Friendly,England,2–2,Belgium,Wembley Stadium connected by EE,5cac400a
INT-Friendlies,2024,2024-03-26,Friendly,Finland,2–1,Estonia,Helsingin olympiastadion,f2455df7
INT-Friendlies,2024,2024-03-26,Friendly,France,3–2,Chile,Orange Vélodrome,2bc4d06c
INT-Friendlies,2024,2024-03-26,Friendly,Germany,2–1,Netherlands,Deutsche Bank Park,176d9d40
INT-Friendlies,2024,2024-03-26,Friendly,Ghana,2–2,Uganda,Grand Stade de Marrakech (Neutral Site),0fada073
INT-Friendlies,2024,2024-03-26,Friendly,Hungary,2–0,Kosovo,Puskás Aréna,857cce9b
INT-Friendlies,2024,2024-03-26,Friendly,Latvia,1–1,Liechtenstein,Stadio Antonis Papadopoulos (Neutral Site),8ed0ebb0
INT-Friendlies,2024,2024-03-26,Friendly,Luxembourg,2–1,Kazakhstan,Stade de Luxembourg,fbdb2625
INT-Friendlies,2024,2024-03-26,Friendly,Malta,0–0,Belarus,Ta'Qali National Stadium,9b0c7128
