source_league,source_season,date,round,home_team,score,away_team,venue,game_id
INT-Friendlies,2024,2024-06-07,Friendly,Cambodia,2–0,Mongolia,Phnom Penh National Olympic Stadium,858d9781
INT-Friendlies,2024,2024-06-07,Friendly,Czechia,7–1,Malta,Greisbergers Betten-Arena (Neutral Site),ab95455b
INT-Friendlies,2024,2024-06-07,Friendly,England,0–1,Iceland,Wembley Stadium connected by EE,932ff5e7
INT-Friendlies,2024,2024-06-07,Friendly,Germany,2–1,Greece,Stadion im Borussia-Park,e14cc21a
INT-Friendlies,2024,2024-06-07,Friendly,Peru,0–0,Paraguay,Estadio Monumental U Marathon,dc54ee34
INT-Friendlies,2024,2024-06-07,Friendly,Poland,3–1,Ukraine,PGE Narodowy,38d89fad
INT-Friendlies,2024,2024-06-07,Friendly,Romania,0–0,Liechtenstein,Stadionul Steaua,f2b607d3
INT-Friendlies,2024,2024-06-07,Friendly,Scotland,2–2,Finland,Hampden Park,8213213f
INT-Friendlies,2024,2024-06-08,Friendly,Belgium,3–0,Luxembourg,Stade Roi Baudouin,879d35ed
INT-Friendlies,2024,2024-06-08,Friendly,Brunei,1–0,Sri Lanka,Stadium Negara Hassanal Bolkiah,e8c3bb47
INT-Friendlies,2024,2024-06-08,Friendly,Denmark,3–1,Norway,Brøndby Stadion,374687b1
INT-Friendlies,2024,2024-06-08,Friendly,Hungary,3–0,Israel,Nagyerdei Stadion,6ba15f55
INT-Friendlies,2024,2024-06-08,Friendly,Mexico,2–3,Brazil,Kyle Field (Neutral Site),df95da27
INT-Friendlies,2024,2024-06-08,Friendly,Moldova,3–2,Cyprus,Stadionul Zimbru,ecb15542
INT-Friendlies,2024,2024-06-08,Friendly,Portugal,1–2,Croatia,Estádio Nacional,f2d309b2
INT-Friendlies,2024,2024-06-08,Friendly,Slovenia,1–1,Bulgaria,Stadion Stožice,a1a06d43
INT-Friendlies,2024,2024-06-08,Friendly,Spain,5–1,Northern Ireland,Estadi Mallorca Son Moix,05d97421
INT-Friendlies,2024,2024-06-08,Friendly,Sweden,0–3,Serbia,Strawberry Arena,19fe6042
INT-Friendlies,2024,2024-06-08,Friendly,Switzerland,1–1,Austria,Kybunpark,abc613a8
INT-Friendlies,2024,2024-06-08,Friendly,United States,1–5,Colombia,Commanders Field,dfe60a21
INT-Friendlies,2024,2024-06-09,Friendly,Argentina,1–0,Ecuador,Soldier Field (Neutral Site),967ddddb
INT-Friendlies,2024,2024-06-09,Friendly,France,0–0,Canada,Stade Matmut-Atlantique,c2178e11
INT-Friendlies,2024,2024-06-09,Friendly,Italy,1–0,Bosnia–Herz,Stadio Carlo Castellani - Computer Gross...,5d60c1cb
INT-Friendlies,2024,2024-06-09,Friendly,Montenegro,1–3,Georgia,Stadion Pod Goricom,0f4d9c4a
INT-Friendlies,2024,2024-06-09,Friendly,Slovakia,4–0,Wales,City Arena Trnava,c4c780e2
INT-Friendlies,2024,2024-06-10,Friendly,Czechia,2–1,N. Macedonia,Všesportovní stadion,80228b89
INT-Friendlies,2024,2024-06-10,Friendly,Netherlands,4–0,Iceland,Stadion Feijenoord,37b8c820
INT-Friendlies,2024,2024-06-10,Friendly,Poland,2–1,Türkiye,PGE Narodowy,14878bbf
INT-Friendlies,2024,2024-06-11,Friendly,Azerbaijan,3–2,Kazakhstan,Haladás Stadion (Neutral Site),c65ab4ea
INT-Friendlies,2024,2024-06-11,Friendly,Belarus,0–4,Israel,Szusza Ferenc Stadion (Neutral Site),c4b83709
INT-Friendlies,2024,2024-06-11,Friendly,Chile,3–0,Paraguay,Estadio Nacional Julio Martínez Prádanos,6500709b
INT-Friendlies,2024,2024-06-11,Friendly,Malta,0–2,Greece,Greisbergers Betten-Arena (Neutral Site),230a9d8e
INT-Friendlies,2024,2024-06-11,Friendly,Moldova,0–4,Ukraine,Stadionul Zimbru,b129d74a
INT-Friendlies,2024,2024-06-11,Friendly,Mongolia,2–1,Cambodia,Football Centre MFF,289261e7
INT-Friendlies,2024,2024-06-11,Friendly,Northern Ireland,2–0,Andorra,Estadio Enrique Roca de Murcia (Neutral Site),fcba14b3
INT-Friendlies,2024,2024-06-11,Friendly,Portugal,3–0,Rep. of Ireland,Estádio Mário Duarte,9088a190
INT-Friendlies,2024,2024-06-11,Friendly,San Marino,1–4,Cyprus,San Marino Stadium,4241ca2c
INT-Friendlies,2024,2024-06-11,Friendly,Sri Lanka,0–1,Brunei,Stadium Negara Hassanal Bolkiah (Neutral Site),e0a0bde9
INT-Friendlies,2024,2024-06-12,Friendly,Ecuador,3–1,Bolivia,Subaru Park (Neutral Site),9e5a1928
INT-Friendlies,2024,2024-06-12,Friendly,United States,1–1,Brazil,Camping World Stadium,174bf942
INT-Friendlies,2024,2024-06-14,Friendly,Argentina,4–1,Guatemala,Commanders Field (Neutral Site),cbf0ebeb
INT-Friendlies,2024,2024-06-14,Friendly,El Salvador,0–1,Peru,Subaru Park (Neutral Site),38293a6b
INT-Friendlies,2024,2024-06-15,Friendly,Colombia,3–0,Bolivia,Pratt & Whitney Stadium at Rentschler Fi... (Neutral Site),741934dd
INT-Friendlies,2024,2024-06-16,Friendly,Ecuador,2–1,Honduras,Pratt & Whitney Stadium at Rentschler Fi... (Neutral Site),1ce56cf6
INT-Friendlies,2024,2024-06-16,Friendly,Panama,0–1,Paraguay,Estadio Rommel Fernández Gutiérrez,97f57797
INT-Friendlies,2024,2024-09-02,Friendly,Fiji,1–0,Solomon Islands,HFC Bank Stadium,d2b554a4
INT-Friendlies,2024,2024-09-04,Friendly,Gibraltar,1–0,Andorra,Europa Point Stadium,350881c0
INT-Friendlies,2024,2024-09-05,Friendly,Bhutan,0–1,Bangladesh,Changlimithang National Stadium,93fee899
INT-Friendlies,2024,2024-09-05,Friendly,Solomon Islands,0–3,Hong Kong,HFC Bank Stadium (Neutral Site),b50d5c4b
INT-Friendlies,2024,2024-09-07,Friendly,Mexico,3–0,New Zealand,Rose Bowl (Neutral Site),6df3e937
INT-Friendlies,2024,2024-09-07,Friendly,United States,1–2,Canada,Children's Mercy Park,03564011
INT-Friendlies,2024,2024-09-08,Friendly,Bhutan,1–0,Bangladesh,Changlimithang National Stadium,2227f26d
INT-Friendlies,2024,2024-09-08,Friendly,Hong Kong,1–1,Fiji,Churchill Park (Neutral Site),74318d5e
INT-Friendlies,2024,2024-09-09,Friendly,Cook Islands,1–2,American Samoa,J.S. Blatter Soccer Stadium - Field 1 (Neutral Site),c02b674c
INT-Friendlies,2024,2024-09-10,Friendly,Mexico,0–0,Canada,AT&T Stadium (Neutral Site),c39e721b
INT-Friendlies,2024,2024-09-10,Friendly,Moldova,1–0,San Marino,Stadionul Zimbru,c4742a5c
INT-Friendlies,2024,2024-09-10,Friendly,United States,1–1,New Zealand,TQL Stadium,8875ce65
INT-Friendlies,2024,2024-10-10,Friendly,Liechtenstein,1–0,Hong Kong,Rheinpark Stadion,d2d6398f
INT-Friendlies,2024,2024-10-10,Friendly,Myanmar,2–0,Sri Lanka,Thuwunna Youth Training Center Stadium,f954bd85
INT-Friendlies,2024,2024-10-11,Friendly,Cambodia,3–2,Chinese Taipei,Phnom Penh National Olympic Stadium,ad429bdf
INT-Friendlies,2024,2024-10-12,Friendly,United States,2–0,Panama,Q2 Stadium,dac3581c
INT-Friendlies,2024,2024-10-12,Friendly,Vietnam,1–1,India,Sân vận động Thiên Trường,6806a510
INT-Friendlies,2024,2024-10-13,Friendly,Andorra,2–0,San Marino,Estadi Nacional,1385c54a
INT-Friendlies,2024,2024-10-13,Friendly,Myanmar,0–0,Sri Lanka,Thuwunna Youth Training Center Stadium,f5f18a17
INT-Friendlies,2024,2024-10-14,Friendly,New Zealand,4–0,Malaysia,QBE Stadium Oval Field,0f208027
INT-Friendlies,2024,2024-10-15,Friendly,Canada,2–1,Panama,BMO Field,5663d52d
INT-Friendlies,2024,2024-10-15,Friendly,Hong Kong,3–0,Cambodia,Hong Kong Stadium,c513efeb
INT-Friendlies,2024,2024-10-15,Friendly,Mexico,2–0,United States,Estadio Akron,57bbc128
INT-Friendlies,2024,2024-11-13,Friendly,Bangladesh,0–1,Maldives,Bashundhara Kings Arena,7eab4cdc
INT-Friendlies,2024,2024-11-13,Friendly,Tajikistan,4–0,Nepal,Centralʹnyj Respublikanskij Stadion,df90d3fc
INT-Friendlies,2024,2024-11-14,Friendly,Hong Kong,3–1,Philippines,Hong Kong Stadium,b9f6ac92
INT-Friendlies,2024,2024-11-14,Friendly,Laos,1–3,Malaysia,PAT Stadium (Neutral Site),ffefb177
INT-Friendlies,2024,2024-11-14,Friendly,Malta,2–0,Liechtenstein,Ta'Qali National Stadium,ee86cf49
INT-Friendlies,2024,2024-11-14,Friendly,Singapore,3–2,Myanmar,National Stadium,ecec3fca
INT-Friendlies,2024,2024-11-14,Friendly,Thailand,0–0,Lebanon,Thammasat Stadium,dc3b9ea4
INT-Friendlies,2024,2024-11-16,Friendly,Bangladesh,2–1,Maldives,Bashundhara Kings Arena,83fcc061
INT-Friendlies,2024,2024-11-16,Friendly,Nepal,2–0,Afghanistan,Centralʹnyj Respublikanskij Stadion (Neutral Site),aece6c13
INT-Friendlies,2024,2024-11-16,Friendly,Sri Lanka,1–0,Yemen,Al-Khwar Stadium (Neutral Site),a847e860
INT-Friendlies,2024,2024-11-17,Friendly,Thailand,1–1,Laos,Thammasat Stadium,ba8ad9de
INT-Friendlies,2024,2024-11-18,Friendly,India,1–1,Malaysia,Ganti Mohana Chandra Balayogi Athletic S...,d44edf89
INT-Friendlies,2024,2024-11-18,Friendly,Singapore,2–3,Chinese Taipei,National Stadium,0489492f
INT-Friendlies,2024,2024-11-19,Friendly,Gibraltar,1–1,Moldova,Europa Point Stadium,0bbbd1ed
INT-Friendlies,2024,2024-11-19,Friendly,Hong Kong,1–0,Mauritius,Mong Kok Stadium,97e697ed
INT-Friendlies,2024,2024-11-19,Friendly,Myanmar,2–3,Lebanon,Thuwunna Youth Training Center Stadium,57762c50
INT-Friendlies,2024,2024-11-19,Friendly,Sri Lanka,0–2,Yemen,Al-Khwar Stadium (Neutral Site),2606c293
INT-Friendlies,2024,2024-11-19,Friendly,Tajikistan,3–1,Afghanistan,Centralʹnyj Respublikanskij Stadion,6ee915cd
INT-Friendlies,2025,2025-01-18,Friendly,United States,3–1,Venezuela,Chase Stadium,e3fffdb3
INT-Friendlies,2025,2025-01-22,Friendly,United States,3–0,Costa Rica,Inter&Co Stadium,83029af8
INT-Friendlies,2025,2025-02-08,Friendly,Chile,6–1,Panama,Estadio Nacional Julio Martínez Prádanos,2807bc6e
INT-Friendlies,2025,2025-02-17,Friendly,Kazakhstan,0–2,Korea DPR,Kaya Palazzo Golf Resort,1e52fc4f
INT-Friendlies,2025,2025-03-16,Friendly,Honduras,1–2,Guatemala,Chase Stadium (Neutral Site),b70aa91a
INT-Friendlies,2025,2025-03-19,Friendly,Hong Kong,2–0,Macau,Mong Kok Stadium,7873c102
INT-Friendlies,2025,2025-03-19,Friendly,India,3–0,Maldives,Jawaharlal Nehru Stadium,1e94bb27
INT-Friendlies,2025,2025-03-19,Friendly,Russia,5–0,Grenada,VTB Arena,f22fbc7d
INT-Friendlies,2025,2025-03-19,Friendly,Vietnam,2–1,Cambodia,Sân vận động Gò Đậu,e0982a60
INT-Friendlies,2025,2025-03-20,Friendly,Laos,1–2,Sri Lanka,"Lao National Stadium, KM16",39276f20
INT-Friendlies,2025,2025-03-20,Friendly,Tajikistan,0–5,Belarus,Varzişgohi Markazii Çumhurijavii,ade19669
INT-Friendlies,2025,2025-03-21,Friendly,Northern Ireland,1–1,Switzerland,Windsor Park,f391c595
INT-Friendlies,2025,2025-03-21,Friendly,Puerto Rico,2–2,Dominican Rep.,Estadio Juan Ramón Loubriel,23fee66a
INT-Friendlies,2025,2025-03-21,Friendly,Singapore,0–1,Nepal,National Stadium,36e6d156
INT-Friendlies,2025,2025-03-21,Friendly,Thailand,2–0,Afghanistan,Rajamangala National Stadium,12bbfaa2
INT-Friendlies,2025,2025-03-22,Friendly,Azerbaijan,0–3,Haiti,Mehdi Hüseynzadə Adına Sumqayıt Şəhər St...,28508df9
INT-Friendlies,2025,2025-03-22,Friendly,Luxembourg,1–0,Sweden,Stade de Luxembourg,0e6260d2
INT-Friendlies,2025,2025-03-25,Friendly,Azerbaijan,0–2,Belarus,Bank Respublika Arena,8849cd30
INT-Friendlies,2025,2025-03-25,Friendly,Cambodia,1–2,Aruba,Phnom Penh National Olympic Stadium,8e31d320
INT-Friendlies,2025,2025-03-25,Friendly,Dominican Rep.,2–0,Puerto Rico,Estadio Cibao,4a5e53c6
INT-Friendlies,2025,2025-03-25,Friendly,Russia,5–0,Zambia,VTB Arena,a6571c15
INT-Friendlies,2025,2025-03-25,Friendly,Sweden,5–1,Northern Ireland,Strawberry Arena,9aa00b50
INT-Friendlies,2025,2025-03-25,Friendly,Switzerland,3–1,Luxembourg,Kybunpark,db206e55
INT-Friendlies,2025,2025-05-29,Friendly,Malaysia,1–1,Cabo Verde,Stadium Bola Sepak Kuala Lumpur,faf6e648
INT-Friendlies,2025,2025-06-02,Friendly,Tunisia,2–0,Burkina Faso,Stade Hammadi Agrebi,dcabcbad
INT-Friendlies,2025,2025-06-04,Friendly,Bangladesh,2–0,Bhutan,Bir Shrestha Shahid Sipahi Mohammad Most...,5e24ee42
INT-Friendlies,2025,2025-06-04,Friendly,Thailand,2–0,India,Thammasat Stadium,b4975071
INT-Friendlies,2025,2025-06-05,Friendly,Algeria,2–0,Rwanda,Stade Mohamed-Hamlaoui,95041300
INT-Friendlies,2025,2025-06-05,Friendly,Belarus,4–1,Kazakhstan,Borisov Arena,ff99f5f1
INT-Friendlies,2025,2025-06-05,Friendly,Cambodia,1–2,Tajikistan,Phnom Penh National Olympic Stadium,c6206b36
INT-Friendlies,2025,2025-06-05,Friendly,Congo DR,1–0,Mali,Stade de la Source (Neutral Site),deec1bc5
INT-Friendlies,2025,2025-06-05,Friendly,Georgia,1–0,Faroe Islands,Boris Paichadzis Dinamo Arena,eb75ffe8
INT-Friendlies,2025,2025-06-05,Friendly,Hong Kong,0–0,Nepal,Hong Kong Stadium,91e49f4c
INT-Friendlies,2025,2025-06-05,Friendly,Singapore,3–1,Maldives,Bishan Stadium,c144a1e8
INT-Friendlies,2025,2025-06-05,Friendly,Sri Lanka,1–0,Brunei,Alpine Football Camp Training (Neutral Site),1e19c20e
INT-Friendlies,2025,2025-06-06,Friendly,Bulgaria,2–2,Cyprus,Stadion Hristo Botev,6f282bdc
INT-Friendlies,2025,2025-06-06,Friendly,Burkina Faso,2–0,Zimbabwe,Stade El Bachir (Neutral Site),a5aa828a
INT-Friendlies,2025,2025-06-06,Friendly,Burundi,1–0,Guinea-Bissau,Stade Municipal de Berrechid (Neutral Site),217589ed
INT-Friendlies,2025,2025-06-06,Friendly,Cameroon,3–0,Uganda,Annexe du Grand Stade de Marrakech (Neutral Site),65b386bd
INT-Friendlies,2025,2025-06-06,Friendly,Gabon,3–4,Niger,Stade Père-Jégo (Neutral Site),dae5e225
INT-Friendlies,2025,2025-06-06,Friendly,Gambia,2–1,Equ. Guinea,Annexe du Grand Stade de Marrakech (Neutral Site),4760cebe
INT-Friendlies,2025,2025-06-06,Friendly,Hungary,0–2,Sweden,Puskás Aréna,cb57a87c
INT-Friendlies,2025,2025-06-06,Friendly,Kosovo,5–2,Armenia,Stadiumi Fadil Vokrri,ec674031
INT-Friendlies,2025,2025-06-06,Friendly,Luxembourg,0–1,Slovenia,Stade de Luxembourg,aadb2a20
INT-Friendlies,2025,2025-06-06,Friendly,Mauritania,1–2,CAR,Stade Larbi-Zaouli (Neutral Site),789224d7
INT-Friendlies,2025,2025-06-06,Friendly,Morocco,2–0,Tunisia,Complexe Sportif de Fès,bccdb154
INT-Friendlies,2025,2025-06-06,Friendly,Poland,2–0,Moldova,Stadion Śląski,447783c3
INT-Friendlies,2025,2025-06-06,Friendly,Rep. of Ireland,1–1,Senegal,Aviva Stadium,0cab8751
INT-Friendlies,2025,2025-06-06,Friendly,Russia,1–1,Nigeria,Olimpiyskiy stadion Luzhniki,8f41ee33
INT-Friendlies,2025,2025-06-06,Friendly,Scotland,1–3,Iceland,Barclays Hampden,bc97cffa
INT-Friendlies,2025,2025-06-06,Friendly,South Africa,0–0,Tanzania,Peter Mokaba Stadium,231388d0
INT-Friendlies,2025,2025-06-07,Friendly,Chad,0–0,Kenya,Annexe du Grand Stade de Marrakech (Neutral Site),ebd43741
INT-Friendlies,2025,2025-06-07,Friendly,Denmark,2–1,Northern Ireland,Parken,029d5555
INT-Friendlies,2025,2025-06-07,Friendly,Greece,4–1,Slovakia,Pankritio Stadio,b1cb2f8b
INT-Friendlies,2025,2025-06-07,Friendly,Latvia,0–0,Azerbaijan,Stadions Skonto,11b93513
INT-Friendlies,2025,2025-06-07,Friendly,Mexico,2–4,Switzerland,Rice-Eccles Stadium (Neutral Site),2ac09510
INT-Friendlies,2025,2025-06-07,Friendly,United States,1–2,Türkiye,Pratt & Whitney Stadium at Rentschler Fi...,c24f747b
INT-Friendlies,2025,2025-06-08,Friendly,Congo DR,3–1,Madagascar,Stade de la Source (Neutral Site),3a85ad7d
INT-Friendlies,2025,2025-06-08,Friendly,Georgia,1–1,Cabo Verde,Ramaz Shengelias Sakhelobis Stadioni,db535256
INT-Friendlies,2025,2025-06-09,Friendly,Cameroon,1–1,Equ. Guinea,Annexe du Grand Stade de Marrakech (Neutral Site),444be4fa
INT-Friendlies,2025,2025-06-09,Friendly,Gabon,2–0,Guinea-Bissau,Stade El Bachir (Neutral Site),f08cc7cf
INT-Friendlies,2025,2025-06-09,Friendly,Kosovo,4–2,Comoros,Stadiumi Fadil Vokrri,109c5d40
INT-Friendlies,2025,2025-06-09,Friendly,Liechtenstein,0–4,Scotland,Rheinpark Stadion,5c6a0928
INT-Friendlies,2025,2025-06-09,Friendly,Montenegro,2–2,Armenia,Stadion Kraj Bistrice,8750aecb
INT-Friendlies,2025,2025-06-09,Friendly,Morocco,1–0,Benin,Complexe Sportif de Fès,243bcba4
INT-Friendlies,2025,2025-06-09,Friendly,Uganda,1–1,Gambia,Annexe du Grand Stade de Marrakech (Neutral Site),c0eca099
INT-Friendlies,2025,2025-06-10,Friendly,Azerbaijan,1–2,Hungary,Liv Bona Dea Arena,7e4835f8
INT-Friendlies,2025,2025-06-10,Friendly,Belarus,1–4,Russia,Nacyjanalny futbolny stadyjon Respubliki...,73a2a78b
INT-Friendlies,2025,2025-06-10,Friendly,Burundi,0–0,Mauritania,Stade Larbi-Zaouli (Neutral Site),084733c7
INT-Friendlies,2025,2025-06-10,Friendly,Chad,1–2,Kenya,Annexe du Grand Stade de Marrakech (Neutral Site),174461a5
INT-Friendlies,2025,2025-06-10,Friendly,Denmark,5–0,Lithuania,Nature Energy Park,731f4c62
INT-Friendlies,2025,2025-06-10,Friendly,England,1–3,Senegal,The City Ground,262ec884
INT-Friendlies,2025,2025-06-10,Friendly,Greece,4–0,Bulgaria,Pankritio Stadio,97ac2aea
INT-Friendlies,2025,2025-06-10,Friendly,Israel,1–0,Slovakia,Nagyerdei Stadion (Neutral Site),ec5423ff
INT-Friendlies,2025,2025-06-10,Friendly,Luxembourg,0–0,Rep. of Ireland,Stade de Luxembourg,950b03e2
INT-Friendlies,2025,2025-06-10,Friendly,Mexico,1–0,Türkiye,Kenan Memorial Stadium (Neutral Site),59942a6b
INT-Friendlies,2025,2025-06-10,Friendly,Niger,1–1,Zimbabwe,Stade Père-Jégo (Neutral Site),5faf8bbf
INT-Friendlies,2025,2025-06-10,Friendly,Northern Ireland,1–0,Iceland,Windsor Park,d4aab7d5
INT-Friendlies,2025,2025-06-10,Friendly,Slovenia,2–1,Bosnia–Herz,Stadion Z'dežele,cb1f1658
INT-Friendlies,2025,2025-06-10,Friendly,South Africa,2–0,Mozambique,Peter Mokaba Stadium,209925be
INT-Friendlies,2025,2025-06-10,Friendly,Sweden,4–3,Algeria,Strawberry Arena,de99b7bb
INT-Friendlies,2025,2025-06-10,Friendly,United States,0–4,Switzerland,Geodis Park,81fbeb3b
INT-Friendlies,2025,2025-09-03,Friendly,Qatar,2–2,Bahrain,Al Thumama Stadium,bc84e85c
INT-Friendlies,2025,2025-09-04,Friendly,Gibraltar,0–1,Albania,Europa Point Stadium,2f9754d5
INT-Friendlies,2025,2025-09-04,Friendly,Malaysia,2–1,Singapore,Stadium Nasional Bukit Jalil,0f5f2bd6
INT-Friendlies,2025,2025-09-04,Friendly,Norway,1–0,Finland,Ullevaal Stadion,622ca2a3
INT-Friendlies,2025,2025-09-04,Friendly,Russia,0–0,Jordan,Lukoil Arena,6615ec5c
INT-Friendlies,2025,2025-09-04,Friendly,Saudi Arabia,2–1,N. Macedonia,Stadion Seifertova ulice (Neutral Site),1b4e21a9
INT-Friendlies,2025,2025-09-05,Friendly,Indonesia,6–0,Chinese Taipei,Stadion Gelora Bung Tomo,31eb11ba
INT-Friendlies,2025,2025-09-05,Friendly,Romania,0–3,Canada,Arena Naţională,df18b1bf
INT-Friendlies,2025,2025-09-06,Friendly,Mexico,0–0,Japan,Oakland-Alameda County Coliseum (Neutral Site),f4fd57a9
INT-Friendlies,2025,2025-09-06,Friendly,Nepal,0–0,Bangladesh,Dasharath Rangasala,92c882d4
INT-Friendlies,2025,2025-09-06,Friendly,United States,0–2,Korea Republic,Sports Illustrated Stadium,ea2adc8c
INT-Friendlies,2025,2025-09-07,Friendly,Qatar,1–4,Russia,Jassim bin Hamad Stadium,0de09dfa
INT-Friendlies,2025,2025-09-08,Friendly,Czechia,1–1,Saudi Arabia,Malšovická Aréna,3f897763
INT-Friendlies,2025,2025-09-08,Friendly,Indonesia,0–0,Lebanon,Stadion Gelora Bung Tomo,f006d750
INT-Friendlies,2025,2025-09-08,Friendly,Malaysia,1–0,Palestine,Stadium Sultan Ibrahim Larkin,3a73cfce
INT-Friendlies,2025,2025-09-09,Friendly,Estonia,0–0,Andorra,A. Le Coq Arena,2e808881
INT-Friendlies,2025,2025-09-09,Friendly,Jordan,3–0,Dominican Rep.,Amman International Stadium,378b61aa
INT-Friendlies,2025,2025-09-09,Friendly,Malta,3–1,San Marino,Ta'Qali National Stadium,9c816cc2
INT-Friendlies,2025,2025-09-09,Friendly,Mexico,2–2,Korea Republic,Geodis Park (Neutral Site),2ea82378
INT-Friendlies,2025,2025-09-09,Friendly,Singapore,1–1,Myanmar,Kallang Football Hub - Field 1,f3df8809
INT-Friendlies,2025,2025-09-09,Friendly,United States,2–0,Japan,Lower.com Field,9dd21a65
INT-Friendlies,2025,2025-09-09,Friendly,Wales,0–1,Canada,Swansea.com Stadium,2606f817
INT-Friendlies,2025,2025-10-08,Friendly,Gibraltar,0–2,New Caledonia,Europa Point Stadium,759aa3d9
INT-Friendlies,2025,2025-10-08,Friendly,Grenada,4–1,British V.I.,Kirani James Athletics Stadium,7c98fd57
INT-Friendlies,2025,2025-10-09,Friendly,England,3–0,Wales,Wembley Stadium connected by EE,7be409cd
INT-Friendlies,2025,2025-10-09,Friendly,Morocco,1–0,Bahrain,Stade Prince Moulay Abdallah,39f6fd90
INT-Friendlies,2025,2025-10-09,Friendly,Poland,1–0,New Zealand,Stadion Śląski,edeac5e9
INT-Friendlies,2025,2025-10-09,Friendly,Romania,2–1,Moldova,Arena Naţională,d765eb3e
INT-Friendlies,2025,2025-10-09,Friendly,Uzbekistan,2–0,Kuwait,Olimpiya Shaharchasi Stadioni,de8c15be
INT-Friendlies,2025,2025-10-10,Friendly,Argentina,1–0,Venezuela,Hard Rock Stadium (Neutral Site),81b43283
INT-Friendlies,2025,2025-10-10,Friendly,Canada,0–1,Australia,Stade Saputo,48db69ea
INT-Friendlies,2025,2025-10-10,Friendly,Chile,2–1,Peru,Estadio Bicentenario Municipal de La Flo...,2ab655dd
INT-Friendlies,2025,2025-10-10,Friendly,Japan,2–2,Paraguay,Panasonic Stadium Suita,d3c62f27
INT-Friendlies,2025,2025-10-10,Friendly,Jordan,0–1,Bolivia,Recep Tayyip Erdoğan Stadyumu (Neutral Site),17e56e25
INT-Friendlies,2025,2025-10-10,Friendly,Korea Republic,0–5,Brazil,Seoul World Cup Stadium,8a1b826c
INT-Friendlies,2025,2025-10-10,Friendly,Russia,2–1,IR Iran,Volgograd Arena,5f967d07
INT-Friendlies,2025,2025-10-10,Friendly,United States,1–1,Ecuador,Q2 Stadium,d53e2357
INT-Friendlies,2025,2025-10-10,Friendly,Uruguay,1–0,Dominican Rep.,Stadium Nasional Bukit Jalil (Neutral Site),2afab4ef
INT-Friendlies,2025,2025-10-11,Friendly,Grenada,2–0,Cuba,Kirani James Athletics Stadium,cd48cf41
INT-Friendlies,2025,2025-10-11,Friendly,Mexico,0–4,Colombia,AT&T Stadium (Neutral Site),e2aae0bb
INT-Friendlies,2025,2025-10-12,Friendly,Malta,1–4,Bosnia–Herz,Ta'Qali National Stadium,dadae2c8
INT-Friendlies,2025,2025-10-13,Friendly,Montenegro,2–1,Liechtenstein,Stadion Pod Goricom,7ba63823
INT-Friendlies,2025,2025-10-13,Friendly,Uzbekistan,1–2,Uruguay,Stadium Hang Jebat (Neutral Site),21425ab9
INT-Friendlies,2025,2025-10-14,Friendly,Albania,4–2,Jordan,Air Albania Stadium,bf9307f1
INT-Friendlies,2025,2025-10-14,Friendly,Colombia,0–0,Canada,Sports Illustrated Stadium (Neutral Site),b4f6d9bb
INT-Friendlies,2025,2025-10-14,Friendly,IR Iran,2–0,Tanzania,Rashid Stadium (Neutral Site),167a4f72
INT-Friendlies,2025,2025-10-14,Friendly,Japan,3–2,Brazil,Ajinomoto Stadium,23480dba
INT-Friendlies,2025,2025-10-14,Friendly,Korea Republic,2–0,Paraguay,Seoul World Cup Stadium,e504860c
INT-Friendlies,2025,2025-10-14,Friendly,Mexico,1–1,Ecuador,Estadio Akron,380c7bdb
INT-Friendlies,2025,2025-10-14,Friendly,Norway,1–1,New Zealand,Ullevaal Stadion,ca8647d1
INT-Friendlies,2025,2025-10-14,Friendly,Puerto Rico,0–6,Argentina,Chase Stadium (Neutral Site),4a49fb69
INT-Friendlies,2025,2025-10-14,Friendly,Russia,3–0,Bolivia,VTB Arena,a1092c92
INT-Friendlies,2025,2025-10-14,Friendly,United States,2–1,Australia,Dick's Sporting Goods Park,3e07a440
INT-Friendlies,2025,2025-11-12,Friendly,Russia,1–1,Peru,Gazprom Arena,0e879e91
INT-Friendlies,2025,2025-11-13,Friendly,Algeria,3–1,Zimbabwe,Prince Abdullah Al Faisal Stadium (Neutral Site),76da4499
INT-Friendlies,2025,2025-11-13,Friendly,Bangladesh,2–2,Nepal,Bangabandhu National Stadium,c01d9613
INT-Friendlies,2025,2025-11-13,Friendly,Canada,0–0,Ecuador,BMO Field,aae869f9
INT-Friendlies,2025,2025-11-13,Friendly,Czechia,1–0,San Marino,Městský stadion,815d1fdd
INT-Friendlies,2025,2025-11-13,Friendly,Hong Kong,1–1,Cambodia,Hong Kong Stadium,e26e2d74
INT-Friendlies,2025,2025-11-13,Friendly,Lithuania,0–0,Israel,S. Dariaus ir S. Girėno stadionas,0aa7c152
INT-Friendlies,2025,2025-11-13,Friendly,N. Macedonia,0–0,Latvia,Nationala Arena Toše Proeski,d84a8e68
INT-Friendlies,2025,2025-11-13,Friendly,Thailand,3–2,Singapore,Thammasat Stadium,af4f6559
INT-Friendlies,2025,2025-11-14,Friendly,Angola,0–2,Argentina,Estádio 11 de Novembro,8611417c
INT-Friendlies,2025,2025-11-14,Friendly,Burkina Faso,3–2,Niger,Stade El Bachir (Neutral Site),7e53e863
INT-Friendlies,2025,2025-11-14,Friendly,Chad,1–2,Uganda,Stade Municipal de Berrechid (Neutral Site),21dfe11c
